ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Year,Gender,Value
AMR,Americas,BRA,Brazil,2016,Both sexes,17.8
SEAR,South-East Asia,NPL,Nepal,2016,Female,17.8
AMR,Americas,PER,Peru,2016,Male,17.9
AFR,Africa,SEN,Senegal,2016,Male,18.2
AFR,Africa,NAM,Namibia,2016,Both sexes,18.3
AMR,Americas,BHS,Bahamas,2016,Male,18.5
EMR,Eastern Mediterranean,OMN,Oman,2016,Male,18.5
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2016,Both sexes,18.5
EUR,Europe,FIN,Finland,2016,Female,18.7
AMR,Americas,JAM,Jamaica,2016,Male,18.7
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2016,Female,18.7
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2016,Both sexes,19.0
AFR,Africa,DZA,Algeria,2016,Both sexes,19.1
AMR,Americas,CAN,Canada,2016,Both sexes,19.1
AFR,Africa,SWZ,Eswatini,2016,Male,19.1
EUR,Europe,LTU,Lithuania,2016,Female,19.1
SEAR,South-East Asia,BGD,Bangladesh,2016,Female,19.3
EUR,Europe,NOR,Norway,2016,Female,19.5
AFR,Africa,BDI,Burundi,2016,Male,19.6
AMR,Americas,URY,Uruguay,2016,Female,19.6
WPR,Western Pacific,AUS,Australia,2016,Male,19.7
EUR,Europe,ITA,Italy,2016,Female,19.7
EUR,Europe,DNK,Denmark,2016,Female,19.9
AMR,Americas,USA,United States of America,2016,Female,19.9
AFR,Africa,LBR,Liberia,2016,Female,2.0
AFR,Africa,COG,Congo,2016,Female,2.1
AFR,Africa,BEN,Benin,2016,Female,2.2
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2016,Female,2.2
AMR,Americas,BRB,Barbados,2016,Female,2.4
AMR,Americas,GUY,Guyana,2016,Female,2.4
AFR,Africa,SWZ,Eswatini,2016,Female,2.5
AFR,Africa,TCD,Chad,2016,Female,2.6
WPR,Western Pacific,BRN,Brunei Darussalam,2016,Female,2.7
AMR,Americas,SLV,El Salvador,2016,Female,2.7
EUR,Europe,DNK,Denmark,2016,Both sexes,20.0
EUR,Europe,DNK,Denmark,2016,Male,20.1
EUR,Europe,NOR,Norway,2016,Both sexes,20.2
EUR,Europe,AZE,Azerbaijan,2016,Both sexes,20.3
EUR,Europe,LUX,Luxembourg,2016,Female,20.3
EUR,Europe,FIN,Finland,2016,Both sexes,20.4
AFR,Africa,RWA,Rwanda,2016,Male,20.4
WPR,Western Pacific,SLB,Solomon Islands,2016,Female,20.4
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,20.6
EUR,Europe,SVN,Slovenia,2016,Female,20.7
AFR,Africa,COM,Comoros,2016,Both sexes,20.9
EUR,Europe,NOR,Norway,2016,Male,20.9
AFR,Africa,SLE,Sierra Leone,2016,Both sexes,21.1
EMR,Eastern Mediterranean,EGY,Egypt,2016,Both sexes,21.3
EUR,Europe,PRT,Portugal,2016,Female,21.3
AFR,Africa,SYC,Seychelles,2016,Both sexes,21.5
AFR,Africa,TCD,Chad,2016,Male,21.6
EMR,Eastern Mediterranean,PAK,Pakistan,2016,Both sexes,21.6
EMR,Eastern Mediterranean,YEM,Yemen,2016,Both sexes,21.7
AFR,Africa,KEN,Kenya,2016,Male,21.8
AFR,Africa,MWI,Malawi,2016,Male,21.9
EUR,Europe,FIN,Finland,2016,Male,22.1
EUR,Europe,NLD,Netherlands,2016,Female,22.1
EMR,Eastern Mediterranean,KWT,Kuwait,2016,Both sexes,22.4
AFR,Africa,MLI,Mali,2016,Male,22.4
SEAR,South-East Asia,MMR,Myanmar,2016,Female,22.4
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2016,Male,22.4
EUR,Europe,IRL,Ireland,2016,Female,22.5
EUR,Europe,LUX,Luxembourg,2016,Both sexes,22.5
WPR,Western Pacific,MYS,Malaysia,2016,Both sexes,22.5
AMR,Americas,MEX,Mexico,2016,Male,22.5
EMR,Eastern Mediterranean,IRQ,Iraq,2016,Both sexes,22.6
AMR,Americas,PRY,Paraguay,2016,Male,22.6
EUR,Europe,CHE,Switzerland,2016,Female,22.6
WPR,Western Pacific,JPN,Japan,2016,Both sexes,22.8
EUR,Europe,MLT,Malta,2016,Female,22.8
EUR,Europe,POL,Poland,2016,Female,22.8
EUR,Europe,CYP,Cyprus,2016,Female,22.9
EUR,Europe,SVN,Slovenia,2016,Both sexes,23.0
WPR,Western Pacific,COK,Cook Islands,2016,Female,23.1
AMR,Americas,BRA,Brazil,2016,Male,23.2
AMR,Americas,URY,Uruguay,2016,Both sexes,23.2
EUR,Europe,BEL,Belgium,2016,Female,23.3
WPR,Western Pacific,KOR,Republic of Korea,2016,Both sexes,23.3
SEAR,South-East Asia,LKA,Sri Lanka,2016,Both sexes,23.3
AMR,Americas,ARG,Argentina,2016,Both sexes,23.6
WPR,Western Pacific,KHM,Cambodia,2016,Both sexes,23.6
EUR,Europe,ITA,Italy,2016,Both sexes,23.6
SEAR,South-East Asia,THA,Thailand,2016,Both sexes,23.6
AMR,Americas,SLV,El Salvador,2016,Male,23.9
EUR,Europe,UZB,Uzbekistan,2016,Male,23.9
AMR,Americas,GUY,Guyana,2016,Male,24.0
EUR,Europe,LVA,Latvia,2016,Female,24.1
AFR,Africa,BWA,Botswana,2016,Both sexes,24.3
EUR,Europe,NLD,Netherlands,2016,Both sexes,24.3
EUR,Europe,EST,Estonia,2016,Female,24.4
AMR,Americas,CAN,Canada,2016,Male,24.5
EUR,Europe,IRL,Ireland,2016,Both sexes,24.6
WPR,Western Pacific,PLW,Palau,2016,Both sexes,24.7
EUR,Europe,LUX,Luxembourg,2016,Male,24.8
AFR,Africa,TZA,United Republic of Tanzania,2016,Male,24.8
WPR,Western Pacific,VUT,Vanuatu,2016,Both sexes,24.8
AFR,Africa,MOZ,Mozambique,2016,Male,24.9
AFR,Africa,CIV,Côte d’Ivoire,2016,Male,25.0
WPR,Western Pacific,CHN,China,2016,Both sexes,25.1
WPR,Western Pacific,PHL,Philippines,2016,Both sexes,25.1
EUR,Europe,MDA,Republic of Moldova,2016,Both sexes,25.1
EUR,Europe,SVK,Slovakia,2016,Female,25.2
EMR,Eastern Mediterranean,BHR,Bahrain,2016,Both sexes,25.3
EUR,Europe,KAZ,Kazakhstan,2016,Both sexes,25.3
EUR,Europe,SVN,Slovenia,2016,Male,25.3
EUR,Europe,CHE,Switzerland,2016,Both sexes,25.4
EUR,Europe,BEL,Belgium,2016,Both sexes,25.5
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2016,Male,25.5
AFR,Africa,BFA,Burkina Faso,2016,Male,25.6
AMR,Americas,USA,United States of America,2016,Both sexes,25.7
AFR,Africa,ZMB,Zambia,2016,Male,25.7
EUR,Europe,MLT,Malta,2016,Both sexes,25.9
EUR,Europe,ISR,Israel,2016,Both sexes,26.0
EUR,Europe,DEU,Germany,2016,Female,26.4
EUR,Europe,NLD,Netherlands,2016,Male,26.5
EUR,Europe,UKR,Ukraine,2016,Both sexes,26.6
EUR,Europe,IRL,Ireland,2016,Male,26.8
EMR,Eastern Mediterranean,QAT,Qatar,2016,Male,26.8
EUR,Europe,ROU,Romania,2016,Both sexes,26.8
AMR,Americas,URY,Uruguay,2016,Male,26.8
WPR,Western Pacific,FJI,Fiji,2016,Both sexes,27.1
EUR,Europe,ESP,Spain,2016,Female,27.1
EMR,Eastern Mediterranean,TUN,Tunisia,2016,Both sexes,27.1
EUR,Europe,HUN,Hungary,2016,Female,27.2
AFR,Africa,ZWE,Zimbabwe,2016,Male,27.2
EUR,Europe,POL,Poland,2016,Both sexes,27.4
EUR,Europe,ARM,Armenia,2016,Both sexes,27.5
EUR,Europe,BLR,Belarus,2016,Both sexes,27.5
EUR,Europe,PRT,Portugal,2016,Both sexes,27.5
EUR,Europe,BEL,Belgium,2016,Male,27.6
EUR,Europe,CZE,Czechia,2016,Female,27.6
EUR,Europe,ITA,Italy,2016,Male,27.6
AFR,Africa,MUS,Mauritius,2016,Both sexes,27.6
WPR,Western Pacific,SGP,Singapore,2016,Male,27.9
WPR,Western Pacific,COK,Cook Islands,2016,Both sexes,28.0
EUR,Europe,LTU,Lithuania,2016,Both sexes,28.0
EUR,Europe,KGZ,Kyrgyzstan,2016,Both sexes,28.2
AFR,Africa,NAM,Namibia,2016,Male,28.2
AFR,Africa,GMB,Gambia,2016,Male,28.3
EUR,Europe,CHE,Switzerland,2016,Male,28.3
WPR,Western Pacific,MNG,Mongolia,2016,Both sexes,28.4
AFR,Africa,COG,Congo,2016,Male,28.6
AMR,Americas,CUB,Cuba,2016,Both sexes,28.6
EUR,Europe,DEU,Germany,2016,Both sexes,28.6
WPR,Western Pacific,BRN,Brunei Darussalam,2016,Male,28.7
AFR,Africa,LSO,Lesotho,2016,Both sexes,28.7
EUR,Europe,RUS,Russian Federation,2016,Both sexes,28.7
SEAR,South-East Asia,IND,India,2016,Both sexes,28.8
EUR,Europe,ESP,Spain,2016,Both sexes,28.8
EUR,Europe,MLT,Malta,2016,Male,28.9
EUR,Europe,AUT,Austria,2016,Female,29.1
EUR,Europe,AND,Andorra,2016,Female,29.4
EUR,Europe,ALB,Albania,2016,Both sexes,29.7
EUR,Europe,TUR,Turkey,2016,Both sexes,29.8
WPR,Western Pacific,WSM,Samoa,2016,Both sexes,29.9
AFR,Africa,KEN,Kenya,2016,Female,3.0
AMR,Americas,PAN,Panama,2016,Female,3.0
SEAR,South-East Asia,LKA,Sri Lanka,2016,Female,3.1
EMR,Eastern Mediterranean,TUN,Tunisia,2016,Female,3.1
AMR,Americas,BHS,Bahamas,2016,Female,3.3
SEAR,South-East Asia,THA,Thailand,2016,Female,3.3
AFR,Africa,TZA,United Republic of Tanzania,2016,Female,3.4
WPR,Western Pacific,VUT,Vanuatu,2016,Female,3.4
AMR,Americas,HTI,Haiti,2016,Female,3.5
EUR,Europe,KGZ,Kyrgyzstan,2016,Female,3.5
EMR,Eastern Mediterranean,KWT,Kuwait,2016,Female,3.6
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2016,Female,3.8
AFR,Africa,GHA,Ghana,2016,Both sexes,3.9
EMR,Eastern Mediterranean,IRQ,Iraq,2016,Female,3.9
AFR,Africa,MDG,Madagascar,2016,Both sexes,30.0
EUR,Europe,GEO,Georgia,2016,Both sexes,30.1
EMR,Eastern Mediterranean,MAR,Morocco,2016,Male,30.1
AMR,Americas,ARG,Argentina,2016,Male,30.2
EUR,Europe,SWE,Sweden,2016,Male,30.2
WPR,Western Pacific,TON,Tonga,2016,Both sexes,30.4
EUR,Europe,ESP,Spain,2016,Male,30.6
EUR,Europe,AUT,Austria,2016,Both sexes,30.7
EUR,Europe,BIH,Bosnia and Herzegovina,2016,Female,30.7
EUR,Europe,DEU,Germany,2016,Male,30.8
EUR,Europe,SWE,Sweden,2016,Both sexes,30.8
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2016,Male,30.9
AFR,Africa,COM,Comoros,2016,Male,31.0
EUR,Europe,HUN,Hungary,2016,Both sexes,31.4
EUR,Europe,EST,Estonia,2016,Both sexes,31.5
EUR,Europe,SWE,Sweden,2016,Female,31.5
AMR,Americas,USA,United States of America,2016,Male,31.5
EUR,Europe,CZE,Czechia,2016,Both sexes,31.9
EUR,Europe,POL,Poland,2016,Male,32.0
AFR,Africa,ZAF,South Africa,2016,Both sexes,32.0
EUR,Europe,SVK,Slovakia,2016,Both sexes,32.1
WPR,Western Pacific,TUV,Tuvalu,2016,Female,32.1
EUR,Europe,AUT,Austria,2016,Male,32.3
AFR,Africa,SLE,Sierra Leone,2016,Male,32.6
WPR,Western Pacific,COK,Cook Islands,2016,Male,32.8
EUR,Europe,FRA,France,2016,Female,32.9
EMR,Eastern Mediterranean,YEM,Yemen,2016,Male,33.5
EUR,Europe,PRT,Portugal,2016,Male,33.6
EUR,Europe,GRC,Greece,2016,Female,33.8
EUR,Europe,AND,Andorra,2016,Both sexes,33.9
EUR,Europe,HRV,Croatia,2016,Female,34.3
SEAR,South-East Asia,NPL,Nepal,2016,Both sexes,34.3
EUR,Europe,FRA,France,2016,Both sexes,34.6
WPR,Western Pacific,JPN,Japan,2016,Male,34.7
EUR,Europe,BGR,Bulgaria,2016,Female,35.6
EUR,Europe,HUN,Hungary,2016,Male,35.6
EUR,Europe,ISR,Israel,2016,Male,35.6
EMR,Eastern Mediterranean,PAK,Pakistan,2016,Male,35.8
AFR,Africa,SYC,Seychelles,2016,Male,36.0
EMR,Eastern Mediterranean,LBN,Lebanon,2016,Female,36.1
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2016,Male,36.1
EUR,Europe,CZE,Czechia,2016,Male,36.2
EUR,Europe,HRV,Croatia,2016,Both sexes,36.3
EUR,Europe,FRA,France,2016,Male,36.4
EUR,Europe,ROU,Romania,2016,Male,36.7
AFR,Africa,DZA,Algeria,2016,Male,36.8
EUR,Europe,LTU,Lithuania,2016,Male,37.0
EUR,Europe,CYP,Cyprus,2016,Both sexes,37.1
EUR,Europe,LVA,Latvia,2016,Both sexes,37.1
AFR,Africa,BWA,Botswana,2016,Male,37.3
WPR,Western Pacific,KIR,Kiribati,2016,Female,37.4
WPR,Western Pacific,PLW,Palau,2016,Male,37.5
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2016,Male,38.0
SEAR,South-East Asia,IDN,Indonesia,2016,Both sexes,38.1
WPR,Western Pacific,SLB,Solomon Islands,2016,Both sexes,38.1
EUR,Europe,AND,Andorra,2016,Male,38.4
EUR,Europe,HRV,Croatia,2016,Male,38.4
EUR,Europe,EST,Estonia,2016,Male,38.6
EUR,Europe,SVK,Slovakia,2016,Male,39.0
EUR,Europe,BIH,Bosnia and Herzegovina,2016,Both sexes,39.1
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2016,Both sexes,39.9
SEAR,South-East Asia,TLS,Timor-Leste,2016,Both sexes,39.9
AMR,Americas,COL,Colombia,2016,Female,4.1
AMR,Americas,PER,Peru,2016,Female,4.1
AMR,Americas,JAM,Jamaica,2016,Female,4.6
AFR,Africa,UGA,Uganda,2016,Female,4.6
AFR,Africa,ZMB,Zambia,2016,Female,4.6
AFR,Africa,ETH,Ethiopia,2016,Both sexes,4.8
SEAR,South-East Asia,BGD,Bangladesh,2016,Both sexes,40.1
EUR,Europe,BGR,Bulgaria,2016,Both sexes,40.1
WPR,Western Pacific,KHM,Cambodia,2016,Male,40.1
EUR,Europe,GRC,Greece,2016,Both sexes,40.2
EUR,Europe,AZE,Azerbaijan,2016,Male,40.4
WPR,Western Pacific,KOR,Republic of Korea,2016,Male,40.5
AMR,Americas,CHL,Chile,2016,Female,41.1
EUR,Europe,SRB,Serbia,2016,Male,41.1
EMR,Eastern Mediterranean,KWT,Kuwait,2016,Male,41.2
EUR,Europe,SRB,Serbia,2016,Both sexes,41.2
AMR,Americas,CUB,Cuba,2016,Male,41.3
EMR,Eastern Mediterranean,IRQ,Iraq,2016,Male,41.3
EUR,Europe,SRB,Serbia,2016,Female,41.3
EMR,Eastern Mediterranean,BHR,Bahrain,2016,Male,41.7
EUR,Europe,RUS,Russian Federation,2016,Male,42.2
WPR,Western Pacific,WSM,Samoa,2016,Male,42.2
EMR,Eastern Mediterranean,EGY,Egypt,2016,Male,42.3
EMR,Eastern Mediterranean,LBN,Lebanon,2016,Both sexes,42.6
WPR,Western Pacific,PHL,Philippines,2016,Male,42.7
EUR,Europe,TUR,Turkey,2016,Male,42.7
WPR,Western Pacific,FJI,Fiji,2016,Male,42.9
EUR,Europe,UKR,Ukraine,2016,Male,42.9
SEAR,South-East Asia,LKA,Sri Lanka,2016,Male,43.6
EUR,Europe,KAZ,Kazakhstan,2016,Male,43.7
WPR,Western Pacific,MYS,Malaysia,2016,Male,43.8
SEAR,South-East Asia,IND,India,2016,Male,43.9
SEAR,South-East Asia,THA,Thailand,2016,Male,43.9
EUR,Europe,MDA,Republic of Moldova,2016,Male,44.3
EUR,Europe,BLR,Belarus,2016,Male,44.4
EUR,Europe,BGR,Bulgaria,2016,Male,44.5
AMR,Americas,CHL,Chile,2016,Both sexes,45.5
WPR,Western Pacific,VUT,Vanuatu,2016,Male,46.2
EUR,Europe,GRC,Greece,2016,Male,46.5
SEAR,South-East Asia,MMR,Myanmar,2016,Both sexes,46.8
AFR,Africa,ZAF,South Africa,2016,Male,46.9
EUR,Europe,BIH,Bosnia and Herzegovina,2016,Male,47.5
AFR,Africa,MDG,Madagascar,2016,Male,47.8
WPR,Western Pacific,CHN,China,2016,Male,48.3
WPR,Western Pacific,TON,Tonga,2016,Male,48.4
EMR,Eastern Mediterranean,LBN,Lebanon,2016,Male,49.1
AFR,Africa,MUS,Mauritius,2016,Male,49.1
AMR,Americas,CHL,Chile,2016,Male,49.8
AFR,Africa,LSO,Lesotho,2016,Female,5.0
AFR,Africa,NGA,Nigeria,2016,Both sexes,5.0
WPR,Western Pacific,SGP,Singapore,2016,Female,5.2
AMR,Americas,CRI,Costa Rica,2016,Female,5.3
EUR,Europe,GEO,Georgia,2016,Female,5.3
AMR,Americas,PRY,Paraguay,2016,Female,5.4
AFR,Africa,STP,Sao Tome and Principe,2016,Both sexes,5.5
AFR,Africa,MWI,Malawi,2016,Female,5.8
AFR,Africa,MOZ,Mozambique,2016,Female,5.9
EUR,Europe,MDA,Republic of Moldova,2016,Female,5.9
WPR,Western Pacific,TUV,Tuvalu,2016,Both sexes,50.0
EUR,Europe,LVA,Latvia,2016,Male,50.1
WPR,Western Pacific,MNG,Mongolia,2016,Male,50.2
SEAR,South-East Asia,NPL,Nepal,2016,Male,50.8
EUR,Europe,ALB,Albania,2016,Male,51.1
EMR,Eastern Mediterranean,TUN,Tunisia,2016,Male,51.1
EUR,Europe,CYP,Cyprus,2016,Male,51.3
AFR,Africa,LSO,Lesotho,2016,Male,52.3
EUR,Europe,KGZ,Kyrgyzstan,2016,Male,52.9
WPR,Western Pacific,NRU,Nauru,2016,Male,53.0
EUR,Europe,ARM,Armenia,2016,Male,53.5
WPR,Western Pacific,KIR,Kiribati,2016,Both sexes,53.5
WPR,Western Pacific,NRU,Nauru,2016,Both sexes,53.9
WPR,Western Pacific,NRU,Nauru,2016,Female,54.8
EUR,Europe,GEO,Georgia,2016,Male,55.0
WPR,Western Pacific,SLB,Solomon Islands,2016,Male,55.9
SEAR,South-East Asia,IDN,Indonesia,2016,Female,6.0
AFR,Africa,MUS,Mauritius,2016,Female,6.0
WPR,Western Pacific,KOR,Republic of Korea,2016,Female,6.0
WPR,Western Pacific,MNG,Mongolia,2016,Female,6.6
AFR,Africa,BDI,Burundi,2016,Female,6.9
SEAR,South-East Asia,BGD,Bangladesh,2016,Male,60.8
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2016,Male,62.7
WPR,Western Pacific,TUV,Tuvalu,2016,Male,67.8
SEAR,South-East Asia,TLS,Timor-Leste,2016,Male,68.7
WPR,Western Pacific,KIR,Kiribati,2016,Male,69.6
EUR,Europe,KAZ,Kazakhstan,2016,Female,7.0
AMR,Americas,MEX,Mexico,2016,Female,7.0
AFR,Africa,SYC,Seychelles,2016,Female,7.1
WPR,Western Pacific,KHM,Cambodia,2016,Female,7.2
EMR,Eastern Mediterranean,PAK,Pakistan,2016,Female,7.3
AFR,Africa,RWA,Rwanda,2016,Female,7.3
AFR,Africa,GHA,Ghana,2016,Male,7.4
AMR,Americas,PAN,Panama,2016,Both sexes,7.6
WPR,Western Pacific,PHL,Philippines,2016,Female,7.6
AFR,Africa,ERI,Eritrea,2016,Both sexes,7.7
AFR,Africa,BEN,Benin,2016,Both sexes,7.8
AFR,Africa,TGO,Togo,2016,Both sexes,7.9
SEAR,South-East Asia,IDN,Indonesia,2016,Male,70.3
SEAR,South-East Asia,MMR,Myanmar,2016,Male,71.2
AMR,Americas,DOM,Dominican Republic,2016,Female,8.1
EUR,Europe,ALB,Albania,2016,Female,8.2
AFR,Africa,BFA,Burkina Faso,2016,Female,8.3
AFR,Africa,NAM,Namibia,2016,Female,8.4
AFR,Africa,NER,Niger,2016,Both sexes,8.4
AMR,Americas,COL,Colombia,2016,Both sexes,8.6
AFR,Africa,ETH,Ethiopia,2016,Male,8.6
AMR,Americas,HTI,Haiti,2016,Both sexes,8.6
AMR,Americas,BRB,Barbados,2016,Both sexes,8.8
AFR,Africa,LBR,Liberia,2016,Both sexes,8.8
EMR,Eastern Mediterranean,BHR,Bahrain,2016,Female,8.9
AFR,Africa,CMR,Cameroon,2016,Both sexes,9.4
AFR,Africa,NGA,Nigeria,2016,Male,9.4
AFR,Africa,STP,Sao Tome and Principe,2016,Male,9.4
AFR,Africa,SEN,Senegal,2016,Both sexes,9.5
AFR,Africa,SLE,Sierra Leone,2016,Female,9.5
EMR,Eastern Mediterranean,OMN,Oman,2016,Both sexes,9.6
EMR,Eastern Mediterranean,YEM,Yemen,2016,Female,9.9
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2015,Female,0.0
EUR,Europe,AZE,Azerbaijan,2015,Female,0.2
AFR,Africa,ERI,Eritrea,2015,Female,0.4
EMR,Eastern Mediterranean,EGY,Egypt,2015,Female,0.5
AFR,Africa,GHA,Ghana,2015,Female,0.5
AFR,Africa,NGA,Nigeria,2015,Female,0.6
EMR,Eastern Mediterranean,OMN,Oman,2015,Female,0.8
AFR,Africa,SEN,Senegal,2015,Female,0.9
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2015,Female,0.9
AFR,Africa,ETH,Ethiopia,2015,Female,1.0
EMR,Eastern Mediterranean,MAR,Morocco,2015,Female,1.0
AFR,Africa,NER,Niger,2015,Female,1.0
WPR,Western Pacific,MYS,Malaysia,2015,Female,1.2
AFR,Africa,CMR,Cameroon,2015,Female,1.3
EUR,Europe,UZB,Uzbekistan,2015,Female,1.3
AFR,Africa,DZA,Algeria,2015,Female,1.5
EMR,Eastern Mediterranean,QAT,Qatar,2015,Female,1.5
AFR,Africa,ZWE,Zimbabwe,2015,Female,1.5
AFR,Africa,STP,Sao Tome and Principe,2015,Female,1.6
EUR,Europe,ARM,Armenia,2015,Female,1.7
AFR,Africa,GMB,Gambia,2015,Female,1.8
AFR,Africa,MLI,Mali,2015,Female,1.9
AFR,Africa,SLE,Sierra Leone,2015,Female,10.1
EMR,Eastern Mediterranean,YEM,Yemen,2015,Female,10.3
AMR,Americas,DOM,Dominican Republic,2015,Both sexes,10.5
EUR,Europe,BLR,Belarus,2015,Female,10.7
EUR,Europe,UKR,Ukraine,2015,Female,10.7
AMR,Americas,CRI,Costa Rica,2015,Both sexes,10.8
AFR,Africa,SWZ,Eswatini,2015,Both sexes,10.8
AMR,Americas,BHS,Bahamas,2015,Both sexes,11.0
WPR,Western Pacific,JPN,Japan,2015,Female,11.1
AFR,Africa,UGA,Uganda,2015,Both sexes,11.4
WPR,Western Pacific,FJI,Fiji,2015,Female,11.5
SEAR,South-East Asia,TLS,Timor-Leste,2015,Female,11.5
AMR,Americas,PER,Peru,2015,Both sexes,11.7
AFR,Africa,BWA,Botswana,2015,Female,11.9
AFR,Africa,COM,Comoros,2015,Female,11.9
AMR,Americas,JAM,Jamaica,2015,Both sexes,12.0
AFR,Africa,MLI,Mali,2015,Both sexes,12.1
WPR,Western Pacific,PLW,Palau,2015,Female,12.1
AFR,Africa,TCD,Chad,2015,Both sexes,12.2
WPR,Western Pacific,TON,Tonga,2015,Female,12.4
AMR,Americas,DOM,Dominican Republic,2015,Male,12.5
AFR,Africa,KEN,Kenya,2015,Both sexes,12.7
AMR,Americas,PAN,Panama,2015,Male,12.8
EUR,Europe,UZB,Uzbekistan,2015,Both sexes,12.8
AMR,Americas,BRA,Brazil,2015,Female,13.0
AFR,Africa,MDG,Madagascar,2015,Female,13.0
AMR,Americas,COL,Colombia,2015,Male,13.5
AFR,Africa,BDI,Burundi,2015,Both sexes,13.6
AMR,Americas,SLV,El Salvador,2015,Both sexes,13.6
AFR,Africa,CIV,Côte d’Ivoire,2015,Both sexes,13.8
AMR,Americas,GUY,Guyana,2015,Both sexes,13.8
AMR,Americas,HTI,Haiti,2015,Male,13.9
AFR,Africa,BEN,Benin,2015,Male,14.2
EMR,Eastern Mediterranean,QAT,Qatar,2015,Both sexes,14.2
AFR,Africa,RWA,Rwanda,2015,Both sexes,14.2
AFR,Africa,TGO,Togo,2015,Male,14.2
AFR,Africa,MWI,Malawi,2015,Both sexes,14.3
AMR,Americas,CAN,Canada,2015,Female,14.4
SEAR,South-East Asia,IND,India,2015,Female,14.5
AFR,Africa,TZA,United Republic of Tanzania,2015,Both sexes,14.5
AFR,Africa,ZWE,Zimbabwe,2015,Both sexes,14.5
AMR,Americas,PRY,Paraguay,2015,Both sexes,14.6
AFR,Africa,COG,Congo,2015,Both sexes,15.0
WPR,Western Pacific,AUS,Australia,2015,Female,15.1
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2015,Both sexes,15.1
EUR,Europe,RUS,Russian Federation,2015,Female,15.1
AMR,Americas,MEX,Mexico,2015,Both sexes,15.2
AFR,Africa,GMB,Gambia,2015,Both sexes,15.3
AMR,Americas,BRB,Barbados,2015,Male,15.4
EUR,Europe,ISL,Iceland,2015,Female,15.4
WPR,Western Pacific,NZL,New Zealand,2015,Female,15.4
AFR,Africa,ZMB,Zambia,2015,Both sexes,15.4
AFR,Africa,ERI,Eritrea,2015,Male,15.5
WPR,Western Pacific,BRN,Brunei Darussalam,2015,Both sexes,15.7
EUR,Europe,ISL,Iceland,2015,Both sexes,15.7
EMR,Eastern Mediterranean,MAR,Morocco,2015,Both sexes,15.9
AFR,Africa,NER,Niger,2015,Male,15.9
EUR,Europe,ISL,Iceland,2015,Male,16.0
AFR,Africa,LBR,Liberia,2015,Male,16.0
AFR,Africa,MOZ,Mozambique,2015,Both sexes,16.0
AMR,Americas,CRI,Costa Rica,2015,Male,16.1
AMR,Americas,CUB,Cuba,2015,Female,16.5
WPR,Western Pacific,SGP,Singapore,2015,Both sexes,16.5
WPR,Western Pacific,NZL,New Zealand,2015,Both sexes,16.6
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2015,Both sexes,16.6
EUR,Europe,ISR,Israel,2015,Female,16.7
EUR,Europe,TUR,Turkey,2015,Female,16.7
AFR,Africa,BFA,Burkina Faso,2015,Both sexes,17.4
AFR,Africa,CMR,Cameroon,2015,Male,17.5
EUR,Europe,ROU,Romania,2015,Female,17.6
WPR,Western Pacific,AUS,Australia,2015,Both sexes,17.7
AFR,Africa,ZAF,South Africa,2015,Female,17.7
WPR,Western Pacific,NZL,New Zealand,2015,Male,17.8
AMR,Americas,ARG,Argentina,2015,Female,17.9
WPR,Western Pacific,WSM,Samoa,2015,Female,17.9
AFR,Africa,UGA,Uganda,2015,Male,17.9
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2015,Female,18.0
EMR,Eastern Mediterranean,OMN,Oman,2015,Male,18.4
AMR,Americas,BHS,Bahamas,2015,Male,18.5
AMR,Americas,BRA,Brazil,2015,Both sexes,18.5
AFR,Africa,NAM,Namibia,2015,Both sexes,18.6
AFR,Africa,SEN,Senegal,2015,Male,18.7
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2015,Both sexes,18.7
AFR,Africa,SWZ,Eswatini,2015,Male,19.0
AMR,Americas,PER,Peru,2015,Male,19.0
EUR,Europe,FIN,Finland,2015,Female,19.1
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2015,Both sexes,19.2
AMR,Americas,JAM,Jamaica,2015,Male,19.2
EUR,Europe,LTU,Lithuania,2015,Female,19.2
SEAR,South-East Asia,NPL,Nepal,2015,Female,19.2
AFR,Africa,DZA,Algeria,2015,Both sexes,19.3
